Danna,2,Celeste,0,Ganador: Danna,2025-06-08
Dayana,1,Carlina,0,Ganador: Dayana,2025-06-08
Jairo,0,Davis,0,Empate,2025-06-08
Liam,0,Drax,1,Ganador: Drax,2025-06-08
Eliminar,1,La primera,0,Ganador: Eliminar,2025-06-08
Vemos,1,Que pasa,1,Empate,2025-06-08
Prueba,3,Lista,1,Ganador: Prueba,2025-06-08
Liam,1,Half,1,Empate,2025-06-08
Liam,2,Half,0,Ganador: Liam,2025-06-08
Eliminar,1,La decima,2,Ganador: La decima,2025-06-08
